campaign_id,click_rate
2188,0.822839536
2189,0.822839536
2190,0.822839536
2191,0.822179626
2192,0.822839536
2193,0.822433905
2194,0.822839536
2195,0.822459182
2196,0.822179626
2197,0.823054965
2198,0.822839536
2199,0.822839536
2200,0.666543194
2201,0.822839536
2202,0.822839536
2203,0.822837405
2204,0.822839536
2205,0.823054965
2206,0.823054965
2207,0.822839536
2208,0.822839536
2209,0.822839536
2210,0.666661029
2211,0.822839536
2212,0.822839536
2213,0.822837405
2214,0.823311375
2215,0.71701471
2216,0.822839536
2217,0.822839536
2218,0.822839536
2219,0.822839536
2220,0.666543194
2221,0.822839536
2222,0.822837405
2223,0.820783021
2224,0.823311375
2225,0.822461313
2226,0.822837405
2227,0.820526611
2228,0.822839536
2229,0.822839536
2230,0.822839536
2231,0.820783021
2232,0.822837405
2233,0.822179626
2234,0.503114831
2235,0.822839536
2236,0.822837405
2237,0.822839536
2238,0.822839536
2239,0.822179626
2240,0.822837405
2241,0.820783021
2242,0.822839536
2243,0.822839536
2244,0.822839536
2245,0.822839536
2246,0.822839536
2247,0.822839536
2248,0.820783021
2249,0.822839536
2250,0.820783021
2251,0.820783021
2252,0.822839536
2253,0.822839536
2254,0.822837405
2255,0.822837405
2256,0.822837405
2257,0.822837405
2258,0.822461313
2259,0.822837405
2260,0.820783021
2261,0.822839536
2262,0.822837405
2263,0.822839536
2264,0.822839536
2265,0.822839536
2266,0.822839536
2267,0.822461313
2268,0.822837405
2269,0.822839536
2270,0.822837405
2271,0.82078089
2272,0.822837405
2273,0.822837405
2274,0.820783021
2275,0.822459182
2276,0.822837405
2277,0.822436036
2278,0.822837405
2279,0.822837405
2280,0.822461313
2281,0.822461313
2282,0.820526611
2283,0.822837405
2284,0.823311375
2285,0.820783021
2286,0.820783021
2287,0.820404798
2288,0.820526611
2289,0.822837405
2290,0.822837405
2291,0.822839536
2292,0.822839536
2293,0.822839536
2294,0.820783021
2295,0.822839536
2296,0.820783021
2297,0.822839536
2298,0.822839536
2299,0.822839536
2300,0.822839536
2301,0.822837405
2302,0.822461313
2303,0.822461313
2304,0.820526611
2305,0.822837405
2306,0.822837405
2307,0.822459182
2308,0.822837405
2309,0.822839536
2310,0.820404798
2311,0.822839536
2312,0.822837405
2313,0.822839536
2314,0.822839536
2315,0.822837405
2316,0.822837405
2317,0.822837405
2318,0.822837405
2319,0.820783021
2320,0.822839536
2321,0.822839536
2322,0.822837405
2323,0.822839536
2324,0.822837405
2325,0.822839536
2326,0.820783021
2327,0.822839536
2328,0.822837405
2329,0.822839536
2330,0.822837405
2331,0.822839536
2332,0.822839536
2333,0.820783021
2334,0.822839536
2335,0.822839536
2336,0.666044217
2337,0.820526611
2338,0.667014535
2339,0.820526611
2340,0.822839536
2341,0.822839536
2342,0.822839536
2343,0.822839536
2344,0.822839536
2345,0.820526611
2346,0.820526611
2347,0.822839536
2348,0.822839536
2349,0.666189688
2350,0.822839536
2351,0.125707534
2352,0.82078089
2353,0.820783021
2354,0.822839536
2355,0.666051057
2356,0.82052448
2357,0.822839536
2358,0.822839536
2359,0.822839536
2360,0.822839536
2361,0.822839536
2362,0.820783021
2363,0.820783021
2364,0.820783021
2365,0.279295705
2366,0.279243051
2367,0.822839536
2368,0.822461313
2369,0.820526611
2370,0.822839536
2371,0.822837405
2372,0.822839536
2373,0.822461313
2374,0.822839536
2375,0.822839536
2376,0.822839536
2377,0.822839536
2378,0.822839536
2379,0.822839536
2380,0.822839536
2381,0.822839536
2382,0.822837405
2383,0.822839536
2384,0.822837405
2385,0.125712946
2386,0.822839536
2387,0.822839536
2388,0.822839536
2389,0.666541689
2390,0.822839536
2391,0.822839536
2392,0.666189688
2393,0.822839536
2394,0.822839536
2395,0.822839536
2396,0.822839536
2397,0.822931021
2398,0.823311375
2399,0.822436036
2400,0.822839536
2401,0.822839536
2402,0.822459182
2403,0.820526611
2404,0.820526611
2405,0.820783021
2406,0.822461313
2407,0.822839536
2408,0.822839536
2409,0.820783021
2410,0.822839536
2411,0.822436036
2412,0.823311375
2413,0.822436036
2414,0.823311375
2415,0.820783021
2416,0.820783021
2417,0.822461313
2418,0.822839536
2419,0.502243193
2420,0.822837405
2421,0.820526611
2422,0.822179626
2423,0.822837405
2424,0.820783021
2425,0.822461313
2426,0.820526611
2427,0.822461313
2428,0.822461313
2429,0.822839536
2430,0.822839536
2431,0.822839536
2432,0.822839536
2433,0.820783021
2434,0.822436036
2435,0.822839536
2436,0.820783021
2437,0.822057813
2438,0.822461313
2439,0.820526611
2440,0.822839536
2441,0.820783021
2442,0.820783021
2443,0.820783021
2444,0.82078089
2445,0.822839536
2446,0.502388515
2447,0.822839536
2448,0.822839536
2449,0.82078089
2450,0.822839536
2451,0.823311375
2452,0.822839536
2453,0.820783021
2454,0.125707534
2455,0.822839536
2456,0.823311375
2457,0.822839536
2458,0.822839536
2459,0.822839536
2460,0.502243193
2461,0.822461313
2462,0.822837405
2463,0.822839536
2464,0.822839536
2465,0.822433905
2466,0.822839536
2467,0.822839536
2468,0.820783021
2469,0.822436036
2470,0.665550517
2471,0.823311375
2472,0.820783021
2473,0.820783021
2474,0.822839536
2475,0.822839536
2476,0.666189688
2477,0.822839536
2478,0.125696805
2479,0.822461313
2480,0.822179626
2481,0.82052448
2482,0.822436036
2483,0.820526611
2484,0.822436036
2485,0.82078089
2486,0.822837405
2487,0.822839536
2488,0.822837405
2489,0.820783021
2490,0.502243193
2491,0.822837405
2492,0.822433905
2493,0.666326758
2494,0.820783021
2495,0.822436036
2496,0.822436036
2497,0.820404798
2498,0.820404798
2499,0.820402668
2500,0.822055682
2501,0.822177495
2502,0.820783021
2503,0.823311375
2504,0.666326758
2505,0.82078089
2506,0.82078089
2507,0.822839536
2508,0.820526611
2509,0.210529527
2510,0.822179626
2511,0.822179626
2512,0.822179626
2513,0.820783021
2514,0.822839536
2515,0.82078089
2516,0.125696805
2517,0.822459182
2518,0.822839536
2519,0.822179626
2520,0.822179626
2521,0.125707023
2522,0.822839536
2523,0.822433905
2524,0.822839536
2525,0.822436036
2526,0.822433905
2527,0.822436036
2528,0.820402668
2529,0.822837405
2530,0.822837405
2531,0.822459182
2532,0.822459182
2533,0.822839536
2534,0.822839536
2535,0.822839536
2536,0.822837405
2537,0.820783021
2538,0.502243193
2539,0.822839536
2540,0.822839536
2541,0.822837405
2542,0.822839536
2543,0.822839536
2544,0.822461313
2545,0.822461313
2546,0.820783021
2547,0.822839536
2548,0.820783021
2549,0.824823753
2550,0.822837405
2551,0.822839536
2552,0.822461313
2553,0.822837405
2554,0.82052448
2555,0.822837405
2556,0.82078089
2557,0.822837405
2558,0.822837405
2559,0.210536171
2560,0.822179626
2561,0.822436036
2562,0.822837405
2563,0.822839536
2564,0.822837405
2565,0.125707023
2566,0.822461313
2567,0.822839536
2568,0.822839536
2569,0.822839536
2570,0.822837405
2571,0.822839536
2572,0.822837405
2573,0.822839536
2574,0.822837405
2575,0.820783021
2576,0.820783021
2577,0.820783021
2578,0.822461313
2579,0.822839536
2580,0.822839536
2581,0.822837405
2582,0.822837405
2583,0.822837405
2584,0.820783021
2585,0.125733753
2586,0.125707534
2587,0.822837405
2588,0.125701611
2589,0.822839536
2590,0.822461313
2591,0.822839536
2592,0.125712946
2593,0.82078089
2594,0.822459182
2595,0.822461313
2596,0.822837405
2597,0.125707534
2598,0.822839536
2599,0.822839536
2600,0.125712946
2601,0.822837405
2602,0.125712946
2603,0.822839536
2604,0.822839536
2605,0.822391146
2606,0.822839536
2607,0.822839536
2608,0.822839536
2609,0.822839536
2610,0.822837405
2611,0.125712946
2612,0.822837405
2613,0.822837405
2614,0.822837405
2615,0.822837405
2616,0.822839536
2617,0.822459182
2618,0.822839536
2619,0.822839536
2620,0.822837405
2621,0.822837405
2622,0.822459182
2623,0.822839536
2624,0.822839536
2625,0.822839536
2626,0.125712946
2627,0.125707534
2628,0.822839536
2629,0.822839536
2630,0.822837405
2631,0.822459182
2632,0.822459182
2633,0.822839536
2634,0.822837405
2635,0.822837405
2636,0.822839536
2637,0.822837405
2638,0.822459182
2639,0.822837405
2640,0.822839536
2641,0.823054965
2642,0.822837405
2643,0.823311375
2644,0.822837405
2645,0.822933152
2646,0.666051057
2647,0.822839536
2648,0.820783021
2649,0.823311375
2650,0.125696805
